index,title,original_language,release_date,popularity,vote_average,vote_count
1373,Dragon Ball Z: Cooler's Revenge,ja,20-07-1991,41.475,6.9,571
1374,Missing: The Lucie Blackman Case,ja,26-07-2023,41.469,6.8,24
1375,Three Thousand Years of Longing,en,24-08-2022,41.433,7,899
1376,Aquaman and the Lost Kingdom,en,14-12-2023,41.425,0,0
1377,Taken 2,en,27-09-2012,41.424,6.3,6135
1378,Ju-on: The Grudge,ja,18-10-2002,41.411,6.7,685
1379,A Haunted House,en,11-01-2013,41.404,5.9,1686
1380,A Haunted House,en,11-01-2013,41.404,5.9,1686
1381,MexZombies,es,26-10-2022,41.377,7.1,139
1382,Hellboy,en,02-04-2004,41.368,6.7,6331
1383,Out of the Blue,en,26-08-2022,41.355,6.2,64
1384,Book Club: The Next Chapter,en,11-05-2023,41.339,6.7,79
1385,Lupin The 3rd vs. Cat’s Eye,ja,23-01-2023,41.33,5.9,71
1386,Concrete Utopia,ko,09-08-2023,41.316,6,1
1387,Scott Pilgrim vs. the World,en,12-08-2010,41.297,7.5,7080
1388,El Lugar de Nora,es,10-05-2023,41.296,6,2
1389,The Fabelmans,en,11-11-2022,41.285,7.7,1643
1390,A Go! Go! Cory Carson Halloween,en,02-10-2020,41.283,7,21
1391,Love to Kill,cn,18-11-1993,41.258,5.8,5
1392,Expend4bles,en,20-09-2023,41.243,0,0
1393,Spiderhead,en,17-06-2022,37.573,5.8,1332
1394,2001: A Space Odyssey,en,02-04-1968,41.181,8.1,10456
1395,"Maggie Simpson in ""Rogue Not Quite One""",en,04-05-2023,41.176,6.2,36
1396,E.T. the Extra-Terrestrial,en,11-06-1982,41.152,7.5,10374
1397,The Fault in Our Stars,en,16-05-2014,33.574,7.6,10600
1398,Secretary Rope Discipline,ja,29-05-1981,41.123,1.5,2
1399,A Safari Romance,en,12-08-2023,41.108,7,1
1400,Monstrous,en,13-05-2022,41.092,6.1,245
1401,Con Air,en,05-06-1997,41.076,6.7,3718
1402,Paint,en,06-04-2023,41.053,5.6,57
1403,The Paramedic,it,07-02-1982,41.044,4.3,9
1404,RoboCop,en,17-07-1987,41.039,7.3,4502
1405,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",en,25-04-2023,41.037,7.3,78
1406,The Shining,en,23-05-1980,41.018,8.2,16039
1407,Highlander,en,07-03-1986,40.999,6.9,2315
1408,Jack the Giant Slayer,en,27-02-2013,40.963,5.8,4621
1409,Spies in Disguise,en,04-12-2019,33.854,7.6,2541
1410,Warrior,en,09-09-2011,40.936,7.8,4136
1411,The Mummy Returns,en,04-05-2001,40.917,6.3,6383
1412,American Pie 2,en,10-08-2001,40.902,6.2,4512
1413,Tom and Jerry Cowboy Up!,en,24-01-2022,40.866,6.9,426
1414,Willy Wonka & the Chocolate Factory,en,29-06-1971,40.811,7.5,3051
1415,A Whisker Away,ja,18-06-2020,40.798,7.9,1226
1416,Friends with Benefits,en,21-07-2011,40.797,6.7,7344
1417,No Country for Old Men,en,13-06-2007,40.771,7.9,10846
1418,North Wind: Broken Time,zh,17-09-2020,40.767,0,0
1419,The 33D Invader,zh,06-10-2011,40.733,5.4,17
1420,Lost Bullet 2,fr,10-11-2022,40.673,6.6,303
1421,Ava,en,02-07-2020,40.663,5.8,2306
1422,Deadpool 3,en,30-04-2024,40.65,0,0
1423,Liao Zhai - Home for the Intimate Ghosts,zh,01-01-1991,40.624,5.5,2
1424,Spartacus,en,13-10-1960,40.57,7.6,1909
1425,Angry Annie,fr,30-11-2022,40.522,7.9,79
1426,The Murderer,th,27-07-2023,40.475,7.2,21
1427,Beau Pere,fr,15-09-1981,40.463,6.7,92
1428,Barbie Mariposa,en,26-02-2008,40.461,6.7,471
1429,Polar,es,26-10-2022,40.429,6.5,21
1430,Rocky II,en,15-06-1979,40.428,7.3,3922
1431,Pitch Perfect 2,en,07-05-2015,29.425,6.9,5055
1432,The Shack,en,03-03-2017,40.407,7.5,1943
1433,The Foreigner,en,28-09-2017,40.393,7,2352
1434,Ashfall,ko,19-12-2019,40.392,6.8,507
1435,Texas Chainsaw Massacre,en,18-02-2022,40.361,5.2,1209
1436,Underworld,en,19-09-2003,40.321,6.8,5646
1437,Death Race,en,22-08-2008,40.319,6.2,3434
1438,Geostorm,en,13-10-2017,40.301,6.1,4392
1439,Fighting Spirit - Mashiba vs. Kimura,ja,05-09-2003,40.296,6.2,22
1440,A Clockwork Orange,en,19-12-1971,40.278,8.2,11827
1441,Tom and Jerry: Snowman's Land,en,06-09-2022,40.273,7,33
1442,Undisputed II: Last Man Standing,en,11-04-2006,40.191,7.3,698
1443,Project Almanac,en,28-01-2015,32.233,6.7,2377
1444,Kong: Skull Island,en,08-03-2017,40.135,6.5,9623
1445,Once Upon a Time in America,en,23-05-1984,40.118,8.4,4783
1446,Simple Passion,fr,14-01-2021,40.052,4.9,38
1447,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,en,12-01-1996,40.032,7,1134
1448,"Swapping, That Dangerous Sex",ko,20-10-2020,40.023,0,1
1449,Teen Wolf,en,23-08-1985,40.015,6.2,1001
1450,The Ten Commandments,en,05-10-1956,39.998,7.8,1374
1451,Home on the Range,en,02-04-2004,39.97,6,1847
1452,Timescape,en,19-08-2022,39.95,7.7,11
1453,Purpose of Reunion 3,ko,20-02-2018,39.95,4.4,7
1454,Salon Kitty,it,02-03-1976,39.922,5.6,107
1455,Double Rope Torture,ja,15-01-1985,39.903,2,2
1456,Dune,en,14-12-1984,39.898,6.2,2561
1457,Mom's Friend 2,ko,01-09-2016,39.892,4.3,6
1458,Tinker Bell and the Lost Treasure,en,03-09-2009,39.868,6.8,891
1459,Horseplay,es,01-06-2023,39.857,10,1
1460,Summer Ghost,ja,12-11-2021,35.293,7.3,93
1461,My Happy Ending,en,24-02-2023,39.808,7,16
1462,Women's Prison Massacre,en,31-08-1983,39.8,4.4,47
1463,Ocean's Eight,en,07-06-2018,39.781,7,7717
1464,Magic Mike's Last Dance,en,09-02-2023,39.762,6.9,325
1465,Collateral Damage,en,06-02-2002,39.735,5.7,1247
1466,Barbie in the Nutcracker,en,30-09-2001,39.728,6.8,966
1467,Untold: Johnny Football,en,08-08-2023,39.705,7.3,9
1468,Clue,en,13-12-1985,39.7,7.2,1496
1469,The Art of Racing in the Rain,en,08-08-2019,39.69,8.2,1272
1470,Southpaw,en,24-03-2015,39.624,7.4,5136
1471,Rush,en,02-09-2013,39.61,7.7,6537
1472,Cruel Fixation,en,10-10-2019,39.584,7,37
1473,The Age of Adaline,en,16-04-2015,39.555,7.5,6033
1474,Dolittle,en,02-01-2020,39.552,6.6,3364
1475,Bosomy Tae-hee,ko,27-02-2020,39.548,6.5,4
1476,A Perfect Ending,en,01-06-2012,39.49,6.2,106
1477,Rango,en,02-03-2011,39.473,6.8,5915
1478,Red Shoes and the Seven Dwarfs,en,25-07-2019,39.455,7.8,979
1479,No Exit,en,25-02-2022,39.443,6.9,957
1480,The Unbearable Weight of Massive Talent,en,20-04-2022,39.432,6.8,1425
1481,Night at the Museum: Kahmunrah Rises Again,en,09-12-2022,39.414,6.6,215
1482,Raped by an Angel 4: The Rapist's Union,cn,17-01-1999,39.413,6.2,7
1483,Rocky IV,en,21-11-1985,39.405,7.1,3962
1484,Ron's Gone Wrong,en,14-10-2021,39.402,8,1623
1485,A Beautiful Life,da,01-06-2023,39.4,7,152
1486,Cirque du Freak: The Vampire's Assistant,en,23-10-2009,39.376,5.8,989
1487,Bride of Chucky,en,16-10-1998,39.351,6,1663
1488,King Arthur,en,07-07-2004,39.308,6.3,2460
1489,Dragon Ball Z: Bio-Broly,ja,09-07-1994,39.287,5.7,461
1490,Vanguard,zh,30-09-2020,39.257,6.3,453
1491,The Magnificent Seven,en,14-09-2016,39.25,6.4,5495
1492,Dragon Ball: Sleeping Princess in Devil's Castle,ja,18-07-1987,39.244,6.5,218
1493,Libélula,es,29-09-2022,39.233,1.5,2
1494,Treasure Planet,en,26-11-2002,39.223,7.5,3765
1495,Uncut Gems,en,30-08-2019,39.216,7.1,4200
1496,Grease,en,07-07-1978,39.215,7.4,6696
1497,Blue Jean,en,10-02-2023,39.205,7.2,48
1498,Don't Look Up,en,07-12-2021,39.203,7.1,7110
1499,Morning Moon Is Cruel,ja,21-06-1981,39.198,0,0
1500,The Mist,en,21-11-2007,39.145,6.9,4567
1501,Ma mère,fr,19-05-2004,39.136,4.6,121
1502,Jumanji: Welcome to the Jungle,en,09-12-2017,39.116,6.8,12706
1503,Snake and Whip,ja,23-08-1986,39.078,5.2,5
1504,Tangled Ever After,en,13-01-2012,39.075,7.1,964
1505,Obscene House: Slave Wife,ko,06-02-2020,39.071,1,1
1506,Barbie of Swan Lake,en,27-09-2003,39.067,7,1013
1507,Zombieland,en,07-10-2009,39.065,7.3,11372
1508,Fantastic Mr. Fox,en,23-10-2009,39.049,7.8,4723
1509,District 9,en,05-08-2009,39.044,7.4,8649
1510,Batman Forever,en,16-06-1995,39.022,5.4,4736
1511,Hocus Pocus,en,16-07-1993,38.973,7,2694
1512,Paranormal Activity: Next of Kin,en,29-10-2021,38.972,6.1,560
1513,Batman: Year One,en,27-09-2011,38.955,7.3,847
1514,Riddick,en,02-09-2013,38.949,6.3,3751
1515,The Deepest Breath,en,21-01-2023,38.945,7.5,64
1516,The Legend of La Llorona,es,21-10-2011,38.938,7.8,223
1517,Batman vs Teenage Mutant Ninja Turtles,en,31-03-2019,38.936,7.2,413
1518,Saint Seiya: The Heated Battle of the Gods,ja,12-03-1988,38.935,7.5,143
1519,The Town,en,15-09-2010,38.93,7.2,4562
1520,Never Back Down: No Surrender,en,05-06-2016,38.918,7,414
1521,Jurassic Park,en,11-06-1993,38.91,7.9,14979
1522,Along with the Gods: The Last 49 Days,ko,01-08-2018,38.907,8.2,510
1523,The Way of the Dragon,cn,01-06-1972,38.896,7.4,1011
1524,Angel Has Fallen,en,21-08-2019,38.886,6.6,3124
1525,Róise & Frank,ga,16-09-2022,38.885,6.8,6
1526,Hancock,en,01-07-2008,38.883,6.3,8879
1527,Black Water: Abyss,en,09-07-2020,38.875,5.2,391
1528,Ranma ½: The Movie 3 — The Super Non-Discriminatory Showdown: Team Ranma vs. the Legendary Phoenix,ja,20-08-1994,38.85,7.7,32
1529,Life Is Beautiful,it,20-12-1997,38.834,8.5,12107
1530,Tom Clancy's Without Remorse,en,29-04-2021,38.801,7,2214
1531,Donnie Darko,en,24-10-2001,38.779,7.8,11423
1532,Reality,en,02-06-2023,38.775,6.2,101
1533,Trolls World Tour,en,11-03-2020,38.772,7.4,1910
1534,The Last Heretic,es,09-11-2022,38.753,5.2,74
1535,Oblivion,en,10-04-2013,38.747,6.6,9944
1536,Jeepers Creepers 2,en,08-08-2003,38.747,6.1,1436
1537,Skyfall,en,24-10-2012,38.731,7.2,14394
1538,Death Wish,en,02-03-2018,38.718,6.1,2340
1539,Casper,en,26-05-1995,38.703,6.3,4229
1540,Charlie's Angels: Full Throttle,en,27-06-2003,38.678,5.5,2791
1541,Not Without My Daughter,en,11-01-1991,38.667,6.6,261
1542,Security,en,04-03-2017,38.649,6.3,738
1543,Eva,tl,24-12-2021,38.642,5.7,10
1544,Hereditary,en,07-06-2018,38.638,7.3,6780
1545,The BFG,en,01-06-2016,38.616,6.3,3108
1546,The Lego Movie,en,06-02-2014,38.612,7.4,7164
1547,Lady and the Tramp,en,22-06-1955,38.56,7.1,4842
1548,Dead Poets Society,en,02-06-1989,38.557,8.3,10192
1549,Vampire Kid II,zh,04-04-1988,38.555,4,1
1550,Emancipation,en,02-12-2022,38.552,7.9,915
1551,Underworld: Awakening,en,19-01-2012,38.552,6.3,3750
1552,Emergency Declaration,ko,03-08-2022,38.527,7.6,257
1553,The House,en,14-01-2022,38.523,7,895
1554,In the Realm of the Senses,ja,15-09-1976,38.513,6.6,529
1555,Flushed Away,en,22-10-2006,38.504,6.3,3427
1556,Rambo III,en,24-05-1988,38.497,6.2,2826
1557,300,en,09-03-2006,38.483,7.2,12707
1558,Lord of the Streets,en,22-04-2022,38.433,5.2,64
1559,The Hunchback of Notre Dame,en,21-06-1996,38.43,7.1,4568
1560,It's a Wonderful Life,en,20-12-1946,38.411,8.3,3816
1561,Royalteen: Princess Margrethe,no,11-05-2023,38.404,6.9,90
1562,Orphan,en,24-07-2009,38.383,7,4832
1563,Scarlet,fr,11-01-2023,38.379,7,32
1564,Ted,en,29-06-2012,38.373,6.4,11428
1565,V for Vendetta,en,23-02-2006,38.363,7.9,13446
1566,War for the Planet of the Apes,en,11-07-2017,38.352,7.2,7975
1567,The Battle at Lake Changjin: Water Gate Bridge,zh,01-02-2022,38.347,6.6,52
1568,Conan the Barbarian,en,02-04-1982,38.346,6.8,2214
1569,Alice Through the Looking Glass,en,25-05-2016,35.007,6.6,5980
1570,Despicable Me 3,en,15-06-2017,38.333,6.5,6515
1571,Mortal Kombat Legends: Snow Blind,en,09-10-2022,38.296,7.9,145
1572,Fear Street: 1978,en,08-07-2021,38.296,7.2,1648
1573,Planet of the Apes,en,25-07-2001,38.288,5.7,3631
1574,Triangle,en,16-10-2009,38.285,6.9,2271
1575,Adultery Alumni Association,ko,02-03-2018,38.274,7.1,8
1576,Dances with Wolves,en,30-03-1990,38.27,7.8,3787
1577,Perfume: The Story of a Murderer,en,13-09-2006,38.233,7.4,4143
1578,Eyes Wide Shut,en,16-07-1999,38.224,7.5,5451
1579,The Others,en,02-08-2001,38.209,7.6,5816
1580,Diario de un viaje inesperado,es,20-04-2023,38.19,6.3,7
1581,Scary Movie 3,en,24-10-2003,38.145,6,3703
1582,Fullmetal Alchemist: The Revenge of Scar,ja,20-05-2022,38.137,6.7,183
1583,The Big 4,id,19-12-2022,38.13,7,161
1584,Redeeming Love,en,21-01-2022,38.116,7.9,267
1585,Jailer,ta,10-08-2023,38.115,7.3,11
1586,Battle: Los Angeles,en,08-03-2011,38.102,5.7,3160
1587,Stepmom 2019,ko,19-12-2019,38.101,4.5,2
1588,Dumb and Dumber To,en,12-11-2014,38.101,5.5,2893
1589,Child's Play,en,09-11-1988,38.095,6.7,2598
1590,Ray,en,29-10-2004,38.09,7.4,1752
1591,The Call of the Wild,en,19-02-2020,38.065,7.6,3344
1592,Dragon Knight,en,21-03-2022,38.054,6.4,43
1593,All Things Fair,sv,08-03-1995,38.007,6.6,109
1594,The Legend of Tarzan,en,29-06-2016,30.855,5.9,5875
1595,Idiocracy,en,01-09-2006,37.983,6.3,2503
1596,The Misfits,en,03-06-2021,37.975,5.5,356
1597,To Be Twenty,it,14-07-1978,37.971,6,61
1598,Planet of the Apes,en,07-02-1968,37.961,7.6,3039
1599,Neon Genesis Evangelion: The End of Evangelion,ja,19-07-1997,37.954,8.4,1344
1600,Beetlejuice,en,30-03-1988,37.889,7.4,6051
1601,The Invitation,en,24-08-2022,37.879,6.2,584
1602,Nocebo,en,03-11-2022,37.861,6.2,91
1603,The Last Airbender,en,30-06-2010,37.851,4.7,3645
1604,The Nutcracker and the Four Realms,en,26-10-2018,37.835,6.1,1983
1605,Naruto Shippuden the Movie: Blood Prison,ja,30-07-2011,37.835,7.3,515
1606,Il Boemo,cs,20-10-2022,37.812,6.8,24
1607,The Butterfly Effect,en,17-01-2004,37.796,7.6,6825
1608,Dr. No,en,07-10-1962,37.796,7,3229
1609,The Minute You Wake Up Dead,en,04-11-2022,37.791,5.6,67
1610,Whisper,en,23-01-2022,37.777,6.3,59
1611,Pleasure,sv,08-10-2021,37.756,6.3,388
1612,Evil Dead,en,05-04-2013,37.753,6.5,4183
1613,Untold: Hall of Shame,en,15-08-2023,37.751,8,3
1614,Crank,en,31-08-2006,37.74,6.6,3353
1615,Monster Pets: A Hotel Transylvania Short,en,02-04-2021,37.73,7.4,367
1616,Hustle,en,03-06-2022,37.721,7.8,2147
1617,Sweet Girl,en,18-08-2021,37.709,6.7,1076
1618,101 Dalmatians II: Patch's London Adventure,en,06-11-2002,37.694,6,1060
1619,Kick-Ass,en,22-03-2010,37.685,7.1,10924
1620,Airplane!,en,02-07-1980,37.665,7.3,4014
1621,Prisoners,en,18-09-2013,37.662,8.1,10615
1622,Barbie: Fairytopia - Mermaidia,en,14-03-2006,37.654,6.9,630
1623,Miracle in Cell No. 7,tr,10-10-2019,37.635,8.3,4177
1624,Tinker Bell,en,11-09-2008,37.635,6.8,1271
1625,See You On Venus,en,21-07-2023,37.63,5.8,6
1626,Spirit Untamed,en,20-05-2021,37.627,7.3,463
1627,The Commando,en,07-01-2022,37.609,5.6,111
1628,Mechanic: Resurrection,en,25-08-2016,37.605,6,3043
1629,Down,en,01-02-2019,37.585,6.8,215
1630,Spiderhead,en,17-06-2022,37.573,5.8,1332
1631,Sub Rosa,en,10-08-2014,37.559,6.3,12
1632,Training Day,en,05-10-2001,37.558,7.5,5284
1633,Charlie's Angels,en,14-11-2019,37.547,6.5,2734
1634,Solo: A Star Wars Story,en,15-05-2018,37.542,6.6,7839
1635,Power Rangers,en,23-03-2017,37.541,6.3,4158
1636,Blackhat,en,13-01-2015,37.53,5.5,1867
1637,Young Aunt 3,ko,02-01-2020,37.525,5.3,6
1638,Kingdom of Heaven,en,03-05-2005,37.517,6.9,3724
1639,We're the Millers,en,07-08-2013,37.494,6.8,8245
1640,The Great Gatsby,en,09-05-2013,37.477,7.4,11414
1641,Paupahan,tl,08-04-2023,37.464,3,2
1642,Dragonball Evolution,en,12-03-2009,37.457,2.9,1886
1643,High School Girl Story Indecent Fruit,ja,10-10-1997,37.441,6.6,5
1644,Operation Red Sea,zh,16-02-2018,37.425,7.1,234
1645,Finding Dory,en,16-06-2016,37.425,7,11351
1646,Viking Wolf,no,18-11-2022,37.424,5.8,251
1647,Pan's Labyrinth,es,10-10-2006,37.414,7.8,9769
1648,Pocahontas,en,14-06-1995,37.4,6.9,5266
1649,Pain & Gain,en,18-04-2013,37.396,6.2,4090
1650,The Marvels,en,08-11-2023,37.389,0,0
1651,The Lovely Bones,en,26-12-2009,37.374,7.1,4207
1652,Ripper's Revenge,en,03-04-2023,37.362,6.4,28
1653,Pokémon the Movie: I Choose You!,ja,15-07-2017,37.308,7,580
1654,Sex and the City,en,12-05-2008,37.273,6.6,1959
1655,Happy Feet,en,16-11-2006,37.272,6.2,4700
1656,Die Hard: With a Vengeance,en,19-05-1995,37.26,7.2,5550
1657,OMG 2,hi,11-08-2023,37.259,8.5,2
1658,Love Again,en,04-05-2023,37.251,6.8,155
1659,Crank: High Voltage,en,16-04-2009,37.25,6,2552
1660,Not Another Teen Movie,en,07-12-2001,37.24,5.8,1844
1661,Escape Plan 2: Hades,en,05-06-2018,37.223,5.1,1284
1662,Watcher,en,03-06-2022,37.215,6.5,618
1663,The Ballad of Buster Scruggs,en,09-11-2018,37.212,7.1,3644
1664,My Hero Academia: World Heroes' Mission,ja,06-08-2021,37.198,7.6,428
1665,Barbie and the Diamond Castle,en,03-09-2008,37.194,7.4,764
1666,Jan Dara: The Beginning,th,06-09-2012,37.19,5.7,26
1667,Mark Cavendish: Never Enough,en,02-08-2023,37.188,8,6
1668,Rio 2,en,19-03-2014,37.186,6.5,3165
1669,Fear Street: 1994,en,28-06-2021,37.158,6.7,1984
1670,Dragon Ball Z: Lord Slug,ja,19-03-1991,37.157,6.4,453
1671,American Reunion,en,04-04-2012,37.102,6.3,4106
1672,Hansan: Rising Dragon,ko,27-07-2022,37.077,6.8,35
1673,Enter the Dragon,en,17-08-1973,37.071,7.4,1636
1674,Colombiana,en,27-07-2011,37.045,6.6,2346
1675,Overcomer,en,22-08-2019,37.044,7.6,226
1676,Twelve Monkeys,en,29-12-1995,37.031,7.6,7606
1677,The Irishman,en,01-11-2019,37.025,7.6,6139
1678,The Golden Lotus: Love and Desire,zh,09-05-1991,36.983,5.1,7
1679,Warcraft,en,25-05-2016,36.921,6.4,6291
1680,Death Race 2,en,12-11-2010,36.92,5.8,1000
1681,Ancient Chinese Whorehouse,cn,15-09-1994,36.885,5.5,2
1682,Where the Crawdads Sing,en,15-07-2022,36.882,7.6,1260
1683,The Angry Birds Movie,en,11-05-2016,36.867,6.2,3338
1684,Barbie in A Mermaid Tale,en,25-01-2010,36.866,7.2,682
1685,Tropic Thunder,en,09-08-2008,36.858,6.6,5531
1686,Crawl,en,11-07-2019,36.854,6.3,2802
1687,Office Invasion,en,10-08-2022,36.84,5.7,99
1688,Code Name Banshee,en,01-07-2022,36.807,5.9,106
1689,365 Days,pl,07-02-2020,36.799,7.1,8382
1690,Striptease,en,28-06-1996,36.785,5.5,973
1691,The Man from Toronto,en,23-12-2022,36.753,6.5,193
1692,6 Underground,en,13-12-2019,36.722,6.3,4309
1693,Speed,en,09-06-1994,36.722,7.1,5533
1694,Hotel Transylvania 2,en,21-09-2015,36.713,6.8,5295
1695,Sister-in-law's Taste,ko,10-06-2020,36.709,6.3,11
1696,Independence Day,en,25-06-1996,36.706,6.9,8798
1697,Mezzo Forte,ja,25-05-2000,36.678,6.5,40
1698,"I, Robot",en,15-07-2004,36.672,6.9,10876
1699,The Emoji Movie,en,23-07-2017,36.643,5.5,2806
1700,The Sadness,zh,22-01-2021,36.569,6.8,611
1701,10 Things I Hate About You,en,30-03-1999,36.551,7.6,7312
1702,The Human Centipede 2 (Full Sequence),en,06-10-2011,36.53,4.8,1188
1703,Deuce Bigalow: Male Gigolo,en,10-12-1999,36.528,5.9,1253
1704,Blank Check,en,11-02-1994,36.524,5.8,414
1705,Redcon-1,en,07-09-2018,36.519,5.7,282
1706,Wrath of the Titans,en,28-03-2012,36.505,5.7,3882
1707,Wanted,en,19-06-2008,36.503,6.5,6511
1708,Mad Max,en,12-04-1979,36.499,6.7,3855
1709,Lesson Plan,pl,23-11-2022,36.475,6.2,141
1710,Orgies of Edo,ja,09-01-1969,36.474,6.1,17
1711,Chicken Little,en,04-11-2005,36.463,5.9,3588
1712,Angel Guts: Red Porno,ja,25-12-1981,36.454,5.3,31
1713,Pleasure or Pain,en,05-09-2013,36.448,4.8,55
1714,Ben-Hur,en,18-11-1959,36.436,7.9,2423
1715,The Loft,en,14-10-2014,36.425,6.4,1339
1716,¿Quién nos protege?,es,04-07-2023,36.408,8,1
1717,Dunkirk,en,19-07-2017,36.371,7.5,15321
1718,"As Above, So Below",en,14-08-2014,36.352,6.7,3055
1719,Saint Seiya Heaven Chapter: Overture,ja,14-02-2004,36.352,7.6,232
1720,Batman and Superman: Battle of the Super Sons,en,22-08-2022,36.348,7.7,232
1721,Black Crab,sv,18-03-2022,36.342,6.3,694
1722,SS Experiment Love Camp,it,16-11-1976,36.339,4.5,46
1723,Pokémon the Movie: Mewtwo Strikes Back - Evolution,ja,12-07-2019,36.327,6.7,454
1724,Child's Play 3,en,30-08-1991,36.321,5.9,1369
1725,The A-Team,en,09-06-2010,36.304,6.4,4276
1726,Cloudy with a Chance of Meatballs,en,17-09-2009,36.294,6.6,5407
1727,Tomb Raider,en,05-03-2018,36.29,6.4,7259
1728,The Matrix Reloaded,en,15-05-2003,36.284,7,10034
1729,Pearl Harbor,en,21-05-2001,36.262,6.9,5886
1730,The Purge: Election Year,en,29-06-2016,36.258,6.4,4877
1731,I Spit on Your Grave 2,en,25-08-2013,36.258,6.3,1139
1732,The Remaining,en,25-08-2014,36.25,6,347
1733,The Goonies,en,07-06-1985,36.228,7.5,5195
1734,Live Free or Die Hard,en,20-06-2007,36.224,6.6,5314
1735,The Fox and the Hound,en,10-07-1981,36.201,7.1,2932
1736,Night at the Museum: Secret of the Tomb,en,17-12-2014,36.189,6.2,5444
1737,The Bourne Identity,en,14-06-2002,36.184,7.5,8528
1738,Inside Christopher Nolan's Oppenheimer,en,15-07-2023,36.153,3,1
1739,The Witch,en,27-01-2015,36.153,6.9,6317
1740,Sherlock Holmes,en,23-12-2009,36.141,7.2,13088
1741,I Spit on Your Grave III: Vengeance Is Mine,en,01-10-2015,36.112,5.8,848
1742,I Want to Eat Your Pancreas,ja,01-09-2018,36.107,8.3,1311
1743,Female War: A Nasty Deal,ko,27-09-2015,36.1,3.9,12
1744,The Adventures of Sharkboy and Lavagirl,en,10-06-2005,36.099,5.2,1354
1745,The SpongeBob Movie: Sponge Out of Water,en,28-01-2015,36.087,6.1,2154
1746,High Heat,en,16-12-2022,36.075,5.8,90
1747,Casino,en,22-11-1995,36.065,8,5163
1748,Monster High: The Movie,en,06-10-2022,36.019,7,175
1749,Naked Gun 33⅓: The Final Insult,en,18-03-1994,36.015,6.5,1795
1750,The Flintstones,en,26-05-1994,36.002,5.3,2220
1751,Legion,en,21-01-2010,36,5.8,2369
1752,The Polar Express,en,10-11-2004,35.967,6.7,5635
1753,What's Eating Gilbert Grape,en,17-12-1993,35.966,7.7,3585
1754,Sympathy for the Devil,en,20-07-2023,35.949,6.5,60
1755,Tubero,tl,21-10-2022,35.946,5.8,4
1756,Forever My Girl,en,26-01-2018,35.935,7.6,1122
1757,Spectre,en,26-10-2015,35.923,6.5,9834
1758,50 First Dates,en,13-02-2004,35.917,6.8,6642
1759,The Perfect Find,en,23-06-2023,35.907,6,69
1760,Gold Run,no,15-12-2022,35.899,6.4,97
1761,"Madrid, 1987",es,22-09-2011,35.89,6.5,51
1762,Sex Is Zero,ko,12-12-2002,35.888,6.1,90
1763,Trainwreck,en,17-07-2015,35.865,5.8,2433
1764,"Jean-Claude Van Damme, blow after blow",fr,31-07-2023,35.837,6,2
1765,Gone with the Wind,en,15-12-1939,35.826,8,3647
1766,Memento,en,11-10-2000,35.82,8.2,13553
1767,Zombieland: Double Tap,en,09-10-2019,35.818,7,5135
1768,The Magician's Elephant,en,10-03-2023,35.812,7.1,153
1769,Erotic Ghost Story: Perfect Match,cn,06-11-1997,35.812,2.3,3
1770,The Creator,en,27-09-2023,35.783,0,0
1771,The Outfit,en,25-02-2022,35.765,7.1,753
1772,Snow White and the Huntsman,en,30-05-2012,35.759,6,7461
1773,Casino Royale,en,14-11-2006,35.758,7.5,9884
1774,Anastasia,en,20-11-1997,35.746,7.6,4922
1775,Love & Other Drugs,en,22-11-2010,35.743,7,4675
1776,Daughter of the Bride,en,03-02-2023,35.724,6.7,15
1777,A Beautiful Mind,en,11-12-2001,35.723,7.9,9386
1778,Tombstone,en,25-12-1993,35.722,7.6,1841
1779,Legion of Super-Heroes,en,07-02-2023,35.658,6.5,140
